x_tokens,y_tokens
"['you', 'have', 'to', 'be', 'patient']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['thanks', 'to', 'the', 'technological', 'innovation', 'the', 'maximum', 'output', 'of', 'the', 'factory', 'has', 'doubled']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'was', 'you', 'that', 'were', 'wrong']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['how', 'often', 'do', 'you', 'have', 'to', 'see', 'the', 'dentist']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['is', 'your', 'wife', 'a', 'good', 'cook']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['where', 'have', 'you', 'been']","['EN', 'EN', 'EN', 'EN']"
"['trouver', 'une', 'solution', 'qui', 'fonctionnait', 'fut', 'un', 'processus', 'expérimental']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'felt', 'hungry']","['EN', 'EN', 'EN']"
"[""c'est"", 'une', 'erreur', 'classique']","['FR', 'FR', 'FR', 'FR']"
"['on', 'présume', ""qu'il"", 'est', 'honnête']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['my', 'computer', 'has', 'got', 'to', 'be', 'useful', 'for', 'something']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['le', 'prix', 'dépend', 'des', 'coûts', 'et', 'de', 'la', 'demande']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['pouvez-vous', 'vous', 'débrouiller', 'sans', 'dictionnaire', ""d'anglais""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'devrais', 'reconnaître', 'ton', 'échec']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'ne', 'veux', 'pas', 'passer', 'le', 'reste', 'de', 'ma', 'vie', 'à', 'le', 'regretter']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'dictateur', 'notoire', 'abusait', 'de', 'ses', 'privilèges', 'autant', ""qu'il"", 'le', 'désirait']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'want', 'a', 'knife', 'with', 'which', 'to', 'cut', 'the', 'rope']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'be', 'quiet']","['EN', 'EN', 'EN']"
"['one', ""can't"", 'help', 'many', 'but', 'many', 'can', 'help', 'one']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'sommes', 'hantés', 'par', 'une', 'vie', 'idéale', 'et', ""c'est"", 'parce', 'que', 'nous', 'avons', 'en', 'nous', 'le', 'début', 'et', 'la', 'possibilité', 'pour', 'cela']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'travail', 'est', 'tout', 'pour', 'moi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['il', 'sera', 'parti', ""d'ici"", 'au', 'moment', 'où', 'vous', 'revenez']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', ""could've"", 'met', 'you', 'at', 'the', 'airport']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'going', 'to', 'clear', 'up', 'soon']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'sens', 'quelque', 'chose', 'qui', 'brûle']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['be', 'more', 'flexible']","['EN', 'EN', 'EN']"
"['can', 'i', 'help', 'you']","['EN', 'EN', 'EN', 'EN']"
"['plus', 'nous', 'apprenons', 'plus', 'nous', 'prenons', 'conscience', 'du', 'peu', 'que', 'nous', 'savons']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tes', 'idées', 'sont', 'un', 'peu', 'vieux', 'jeu']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['the', 'candles', 'made', 'the', 'room', 'bright']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['qui', 'est', 'ton', 'instituteur']","['FR', 'FR', 'FR', 'FR']"
"['you', 'can', 'go', 'to', 'the', 'station', 'by', 'bus']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['penses-tu', 'pouvoir', 'faire', 'légèrement', 'moins', 'de', 'bruit']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['un', 'comité', 'devrait', 'se', 'concentrer', 'sur', 'des', 'problèmes', 'plus', 'concrets']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['certains', 'des', 'conducteurs', 'riaient', 'et', 'criaient']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['on', 'apprend', 'à', 'tout', 'âge']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['come', 'home', 'before', 'it', 'gets', 'dark']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""c'est"", 'un', 'grand', 'plaisir', 'd', 'être', 'avec', 'toi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""what's"", 'the', 'cause']","['EN', 'EN', 'EN']"
"['comme', 'dans', 'du', 'beurre']","['FR', 'FR', 'FR', 'FR']"
"['nous', 'avons', 'trouvé', 'un', 'passage', 'secret', 'dans', ""l'immeuble""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['even', 'people', 'who', ""don't"", 'believe', 'in', 'the', 'catholic', 'church', 'venerate', 'the', 'pope', 'as', 'a', 'symbolic', 'leader']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'landlord', 'told', 'him', 'to', 'leave', 'because', 'he', ""hadn't"", 'paid', 'his', 'rent']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""s'il"", 'y', 'a', 'quelque', 'chose', 'de', 'sacré', 'le', 'corps', 'humain', 'est', 'sacré']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'chaleur', 'est', 'intense']","['FR', 'FR', 'FR', 'FR']"
"['je', 'ne', 'suis', 'pas', 'aussi', 'riche', 'que', 'je', ""l'étais""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'suffer', 'from', 'a', 'stomach', 'ache']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'is', 'high', 'time', 'you', 'started', 'a', 'new', 'business']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['sait-il', 'que', 'tu', 'l', 'aimes']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'me', 'suis', 'débrouillé', 'pour', 'me', 'faire', 'comprendre', 'en', 'anglais']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'résolution', 'fut', 'mise', 'en', 'ballottage']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['on', ""t'a"", 'bien', 'mené', 'en', 'bateau']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['your', 'pitching', 'is', 'far', 'superior', 'to', 'mine']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'saved', 'on', 'travelling', 'expenses', 'by', 'staying', 'at', 'a', 'cheap', 'hotel']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'have', 'many', 'books']","['EN', 'EN', 'EN', 'EN']"
"[""it's"", 'because', 'you', ""don't"", 'want', 'to', 'be', 'alone']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'wish', 'i', 'were', 'rich']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['all', 'the', 'students', 'protested', 'against', 'the', 'war']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'suppose', ""it's"", 'different', 'when', 'you', 'think', 'about', 'it', 'over', 'the', 'long', 'term']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'presumptuous', 'for', 'humans', 'to', 'assume', 'that', 'our', 'task', 'is', 'to', 'do', 'what', 'only', 'god', 'can', 'do']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['lucy', 'est', 'sûre', 'de', 'venir']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['ce', ""n'est"", 'pas', 'facile', 'de', 'parler', 'de', 'manière', 'naturelle', 'à', 'la', 'radio']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['les', 'mathématiques', 'ne', 'sont', 'pas', 'juste', 'de', 'la', 'mémorisation', 'de', 'formules']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', ""don't"", 'think', 'you', 'can', 'gain', 'his', 'ear']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['are', 'there', 'any', 'express', 'trains']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['better', 'to', 'be', 'hated', 'for', 'who', 'you', 'are', 'than', 'loved', 'for', 'who', ""you're"", 'not']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'is', 'necessary', 'for', 'you', 'to', 'stop', 'smoking']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'radio', 'is', 'too', 'loud', 'turn', 'the', 'volume', 'down']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['how', 'long', 'did', 'you', 'stay']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['la', 'faim', 'ne', 'connaît', 'pas', 'de', 'lois']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""i'm"", 'thinking', 'of', 'going', 'to', 'germany', 'to', 'study', 'medicine']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""you'll"", 'never', 'be', 'alone']","['EN', 'EN', 'EN', 'EN']"
"['you', 'piss', 'me', 'off']","['EN', 'EN', 'EN', 'EN']"
"['malgré', 'la', 'gravité', 'de', 'sa', 'maladie', 'm', 'robinson', 'garde', 'le', 'moral']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['hurry', 'up']","['EN', 'EN']"
"['le', 'cancer', 'a', 'gagné', 'son', 'estomac']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'chauffeur', 'a', 'eu', 'envie', 'de', 'prendre', 'du', 'repos']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['si', 'je', 'devenais', 'riche', 'je', 'l', 'achèterai']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['où', 'est', 'le', 'problème']","['FR', 'FR', 'FR', 'FR']"
"['i', 'have', 'nothing', 'to', 'boast', 'about']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['quel', 'dommage']","['FR', 'FR']"
"['sugar', 'replaced', 'honey', 'as', 'a', 'sweetener']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'a', 'beaucoup', 'changé', 'depuis', 'la', 'dernière', 'fois']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['if', 'you', 'eat', 'too', 'much', ""you'll"", 'become', 'fat']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['a', 'smell', 'of', 'lilies', 'filled', 'the', 'room']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'arrivai"", 'à', 'la', 'gare', 'pour', 'constater', 'que', 'le', 'train', 'était', 'juste', 'parti']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'as', 'essayé']","['FR', 'FR', 'FR']"
"[""there's"", 'a', 'secret', 'path', 'on', 'the', 'left']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'key', 'question', 'is', 'not', 'what', 'can', 'i', 'gain', 'but', 'what', 'do', 'i', 'have', 'to', 'lose']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['to', 'be', 'surprised', 'to', 'wonder', 'is', 'to', 'begin', 'to', 'understand']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""where's"", 'the', 'checkout', 'counter']","['EN', 'EN', 'EN', 'EN']"
"['lincoln', 'was', 'a', 'great', 'statesman']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'semble', 'avoir', 'peur', ""d'être"", 'ridiculisé', ""s'il"", 'commet', 'une', 'erreur']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['viens', 'si', ""c'est"", 'possible']","['FR', 'FR', 'FR', 'FR']"
"['corrige', 'les', 'mots', 'soulignés']","['FR', 'FR', 'FR', 'FR']"
"['tôt', 'ou', 'tard', 'tu', 'regretteras', 'ta', 'paresse']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['veux-tu', 'te', 'joindre', 'et', 'essayer']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['elle', 'aime', 'la', 'musique', 'moi', 'aussi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""you've"", 'been', 'had']","['EN', 'EN', 'EN']"
"['i', 'know', 'you', 'are', 'rich']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'make', 'too', 'much', 'of', 'the', 'event']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['la', 'faim', 'est', ""l'une"", 'des', 'misères', 'les', 'plus', 'sévères']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""you're"", 'never', 'too', 'old', 'to', 'learn']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'travaillez', 'dur']","['FR', 'FR', 'FR']"
"['and', 'what', 'are', 'we', 'going', 'to', 'do']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['charity', 'begins', 'at', 'home']","['EN', 'EN', 'EN', 'EN']"
"['ils', ""t'attendent"", 'devant', 'la', 'porte']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['enlevez', 'son', 'nom', 'de', 'la', 'liste', 'des', 'candidats']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'should', 'eat', 'more', 'fruit']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'avons', 'fourni', 'aux', 'victimes', 'de', ""l'inondation"", 'de', 'la', 'nourriture', 'et', 'des', 'vêtements']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'rencontre', ""d'athlétisme"", 'a', 'été', 'reportée']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['one', 'father', 'is', 'more', 'than', 'a', 'hundred', 'schoolmasters']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['why', 'did', 'she', 'interrupt', 'me']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['des', 'vents', 'forts', 'ont', 'accompagné', 'la', 'pluie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['every', 'person', 'who', 'is', 'alone', 'is', 'alone', 'because', 'they', 'are', 'afraid', 'of', 'others']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'veux', 'un', 'bonbon']","['FR', 'FR', 'FR', 'FR']"
"['je', 'ne', ""l'aime"", 'pas', 'moins', 'malgré', 'ses', 'défauts']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['ne', 'te', 'moque', 'pas', 'de', 'lui', 'parce', ""qu'il"", 'a', 'fait', 'une', 'erreur']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'as', 'réfléchi', 'sur', 'ce', 'problème', 'toute', 'la', 'matinée', 'prends', 'une', 'pause', 'va', 'déjeuner']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'are', 'you', 'going', 'to', 'do']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['have', 'you', 'ever', 'climbed', 'mt', 'fuji']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'brightness', 'of', 'the', 'sky', 'showed', 'that', 'the', 'storm', 'had', 'passed']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""don't"", 'make', 'me', 'laugh']","['EN', 'EN', 'EN', 'EN']"
"['vue', 'depuis', 'le', 'ciel', 'la', 'rivière', 'ressemblait', 'à', 'un', 'énorme', 'serpent']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['we', 'kept', 'track', 'of', 'all', 'our', 'expenses', 'while', 'we', 'were', 'in', 'australia']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['un', 'peu', 'de', 'calme', ""s'il"", 'vous', 'plait']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['non', 'ce', ""n'est"", 'pas', 'moi', ""c'est"", 'toi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['hunger', 'knows', 'no', 'law']","['EN', 'EN', 'EN', 'EN']"
"['la', 'communication', 'prend', 'de', 'nombreuses', 'formes']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['souviens-toi', 'que', 'nous', 'sommes', 'tous', 'dans', 'le', 'même', 'bateau']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['whatever', 'may', 'happen']","['EN', 'EN', 'EN']"
"[""i'm"", 'at', 'a', 'loss', 'for', 'words']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'summer', 'sun', 'glared', 'down', 'on', 'us']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'actually', 'saw', 'the', 'accident']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'vous', 'appellerai', 'dès', 'que', ""j'arrive"", 'à', ""l'aéroport""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['prends', ""l'autre"", 'chaise']","['FR', 'FR', 'FR']"
"['je', 'vais', 'y', 'aller']","['FR', 'FR', 'FR', 'FR']"
"['tu', 'as', 'beaucoup', 'changé']","['FR', 'FR', 'FR', 'FR']"
"[""l'alphabet"", 'anglais', 'compte', '26', 'lettres']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['a', 'gigantic', 'bird', 'came', 'flying', 'toward', 'him']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['on', 'a', 'le', 'droit', 'de', 'vote', 'à', 'vingt', 'ans']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['au', 'cas', 'où', 'il', 'pleuvrait', 'je', ""n'y"", 'vais', 'pas']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['que', 'crois-tu', 'être', 'en', 'train', 'de', 'faire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'temps', 'est', 'capricieux']","['FR', 'FR', 'FR', 'FR']"
"[""i'm"", 'going', 'to', 'france', 'to', 'study', 'painting']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'devriez', 'être', 'plus', 'prudent']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['there', 'is', 'a', 'large', 'parking', 'lot', 'in', 'front', 'of', 'the', 'station']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ça', 'faisait', 'deux', 'heures', 'que', 'la', 'famille', 'dormait', 'lorsque', ""l'incendie"", 'se', 'déclara']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['are', 'you', 'referring', 'to', 'me']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['fais-tu', 'ce', 'que', 'tu', 'crois', 'être', 'juste']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['les', 'vœux', 'de', 'pâques', 'les', 'plus', 'chaleureux', 'pour', 'vous']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['marche', 'lentement', 'et', 'je', 'te', 'rattraperai']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['partager', 'sa', 'passion', 'c', 'est', 'la', 'vivre', 'pleinement']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['pourquoi', 'vous', 'êtes-vous', 'absentées', 'de', 'la', 'classe', 'hier']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['is', 'there', 'anything', 'else', 'you', 'want', 'me', 'to', 'do']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'élève"", 'du', 'bétail']","['FR', 'FR', 'FR']"
"['london', 'is', 'different', 'from', 'tokyo', 'climatically']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'have', 'to', 'put', 'right', 'what', 'we', 'have', 'done', 'wrong']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""s'il"", 'fait', 'beau', 'demain', 'nous', 'irons', 'pique-niquer']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['ce', ""n'était"", 'pas', 'mon', 'intention']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['je', ""l'ai"", 'dans', 'ma', 'poche']","['FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'ai"", 'bien', 'dormi']","['FR', 'FR', 'FR']"
"['vous', ""n'en"", 'êtes', 'pas', 'le', 'seul', 'responsable', 'je', 'le', 'suis', 'aussi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['il', 'y', 'avait', 'un', 'magasin', 'ici', 'autrefois']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""n'êtes-vous"", 'pas', 'sortis']","['FR', 'FR', 'FR']"
"['comment', 'osez-vous', 'ainsi', 'parler']","['FR', 'FR', 'FR', 'FR']"
"['combien', 'pour', ""l'express""]","['FR', 'FR', 'FR']"
"['do', 'as', 'you', 'like']","['EN', 'EN', 'EN', 'EN']"
"['il', 'faut', 'se', 'méfier', 'de', ""l'eau"", 'qui', 'dort']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['shake', 'before', 'using']","['EN', 'EN', 'EN']"
"['as', 'soon', 'as', 'i', 'get', 'to', 'london', ""i'll"", 'drop', 'you', 'a', 'line']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['un', 'chameau', 'peut', 'stocker', 'une', 'grande', 'quantité', ""d'eau"", 'dans', 'la', 'bosse', 'de', 'son', 'dos']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['vous', 'pouvez', 'obtenir', 'un', 'prêt', ""d'une"", 'banque']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['si', 'vous', 'êtes', 'libre', 'donnez-moi', 'un', 'coup', 'de', 'main']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['passe', 'une', 'bonne', 'journée']","['FR', 'FR', 'FR', 'FR']"
"[""l'un"", 'resta', 'et', ""l'autre"", ""s'en"", 'alla']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'time', 'will', 'you', 'leave']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['sorry', 'i', ""didn't"", 'e-mail', 'you', 'sooner']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'devriez', 'cesser', 'de', 'fumer']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['this', 'is', 'not', 'my', 'type']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'y', 'a', 'une', 'bonne', 'nouvelle', 'pour', 'vous']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['dépêchez-vous', 'ou', 'vous', 'manquerez', 'le', 'train']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['elle', 'est', 'tombée', 'malade', 'ce', 'week-end']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['look', 'carefully', ""i'm"", 'going', 'to', 'show', 'you', 'how', ""it's"", 'done']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['before', 'you', 'leave', 'home', 'make', 'sure', 'your', 'pets', 'have', 'enough', 'food']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['personne', 'ne', 'pouvait', 'décider', 'quoi', 'faire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['it', 'rained', 'hard', 'all', 'day']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'sea', 'is', 'not', 'clear']","['EN', 'EN', 'EN', 'EN', 'EN']"
"[""i'm"", 'sure', ""it'll"", 'be', 'easy', 'to', 'find', 'a', 'place']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'like', 'my', 'job', 'very', 'much']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
